2335,,Gameboy,WWF Warzone,0,1
2336,,Gameboy,WWF Wrestlemania 2000,0,1
5146,741648008019,Gameboy Advance,Boulder Dash EX,0,1
5262,045496731489,Gameboy Advance,Golden Sun,0,1
5263,045496731908,Gameboy Advance,Golden Sun - The Lost Age,0,1
5342,014633144284,Gameboy Advance,Madden 2002,0,1
5343,014633145199,Gameboy Advance,Madden 2003,0,1
5375,802068100032,Gameboy Advance,Midnight Club Street  Racing,0,1
5511,785138321042,Gameboy Advance,Star Wars:Attack of the Clones,0,1
5589,,Gameboy Advance,Yu Gi Oh Sacred Cards,0,1
2607,,Intellivision,Auto Racing,0,1
2632,,Intellivision,Major League Baseball,0,1
69857,,Intellivision,NASL Soccer,0,1
2639,,Intellivision,NFL Football,0,1
2641,,Intellivision,Night Stalker,0,1
2646,,Intellivision,Poker/Blackjack,0,1
2655,,Intellivision,Space Armada,0,1
2656,,Intellivision,Space Battle,0,1
2657,,Intellivision,Space Hawk,0,1
2660,,Intellivision,Star Strike,0,1
70991,025192297526,Movie - DVD,2 Fast 2 Furious (Widescreen),0,1
73653,025192416620,Movie - DVD,21 Grams(Universal),0,1
59383,786936218497,Movie - DVD,25th Hour,0,1
72486,025192330520,Movie - DVD,8 Mile (Widescreen),0,1
59441,097363380542,Movie - DVD,Abandon (Widescreen),0,1
59466,024543048985,Movie - DVD,Ablaze,0,1
59475,794043631924,Movie - DVD,About Schmidt,0,1
76542,096009076092,Movie - DVD,Across the Line,0,1
59924,794043546624,Movie - DVD,All About the Benjamins,0,1
60106,711027204820,Movie - DVD,American Bullfighter  1&2,0,1
72980,043396014879,Movie - DVD,Anger Management(widescreen),0,1
60445,085393731625,Movie - DVD,Animatrix,0,1
73311,786936188073,Movie - DVD,Aspen Extreme,0,1
60738,027616744722,Movie - DVD,At First Sight,0,1
60758,794043607820,Movie - DVD,Austin Powers:Goldmember,0,1
60908,085392341627,Movie - DVD,Ballistic Ecks vs Sever,0,1
60944,027616882158,Movie - DVD,Barbershop Special Edition,0,1
60972,043396015012,Movie - DVD,Basic,0,1
60993,043396045101,Movie - DVD,Bats,0,1
61026,024543001768,Movie - DVD,Beach-Special Edition,0,1
61075,024543008132,Movie - DVD,Bedazzled-Special Edition,0,1
75420,085391895527,Movie - DVD,Best of Friends  the Volume 1,0,1
75417,085391895824,Movie - DVD,Best of Friends  the Volume 2,0,1
61243,043396026063,Movie - DVD,Big Hit  The,0,1
61399,085392420124,Movie - DVD,Blood Work,0,1
61410,085392323920,Movie - DVD,Bloodwork,0,1
61521,025192155123,Movie - DVD,Bourne Identity  The (Widescreen),0,1
61585,786936227130,Movie - DVD,Bringing Down the House,0,1
61603,025192211522,Movie - DVD,Brotherhood of the Wolf (Widescreen),0,1
72555,025192282324,Movie - DVD,Bruce Almighty (Widescreen),0,1
71108,085391804628,Movie - DVD,Chill Factor,0,1
71057,085392341122,Movie - DVD,Cradle 2 the Grave,0,1
70973,043396017139,Movie - DVD,Daddy Day Care,0,1
62580,024543077886,Movie - DVD,Daredevil,0,1
74449,097360568547,Movie - DVD,Dickey Roberts (Former child star) - Full Screen,0,1
63009,085392282722,Movie - DVD,Divine Secrets of the Ya-Ya Sisterhood (Fullscreen),0,1
63051,097363377221,Movie - DVD,Domestic Disturbance,0,1
63076,024543034056,Movie - DVD,Don't Say a Word,0,1
63585,043396050525,Movie - DVD,Eye of the Beholder,0,1
70994,043396005532,Movie - DVD,Eye See You,0,1
71193,794043683121,Movie - DVD,Freddy vs. Jason,0,1
63927,794043627422,Movie - DVD,Friday after next,0,1
63963,786936204179,Movie - DVD,Full Frontal,0,1
63995,786936165371,Movie - DVD,Gang's of New York,0,1
72348,043396087842,Movie - DVD,Half Past Dead,0,1
64354,096009010232,Movie - DVD,Hangmen  The,0,1
64356,027616865403,Movie - DVD,Hannibal,0,1
64501,012236118602,Movie - DVD,High Noon,0,1
71125,025192127526,Movie - DVD,How the Grinch Stole Christmas (full-screen),0,1
64753,786936180817,Movie - DVD,In the Bedroom,0,1
72275,043396006973,Movie - DVD,In the Cut,0,1
64843,786936173123,Movie - DVD,Iron Monkey - Unmask the Legend,0,1
71583,786936155020,Movie - DVD,Jungle Book 2,0,1
65028,025192110122,Movie - DVD,Jurassic Park 3,0,1
65033,085391362326,Movie - DVD,Just Cause,0,1
65036,024543072263,Movie - DVD,Just Married,0,1
65065,085392454228,Movie - DVD,Kangaroo Jack,0,1
72456,027616876522,Movie - DVD,Killing Me Softly,0,1
70995,024543030454,Movie - DVD,Kiss of the Dragon,0,1
65375,043396787278,Movie - DVD,Legends of the Fall,0,1
71007,024543057024,Movie - DVD,Like Mike,0,1
65525,786936223576,Movie - DVD,Lizzie McGuire Movie  The,0,1
65569,794043635427,Movie - DVD,Lord of the Rings - The Two Towers,0,1
71025,794043635526,Movie - DVD,Lord of the Rings:The Two Towers (Widescreen),0,1
65696,043396009547,Movie - DVD,Maid in Manhatten,0,1
71029,794043652523,Movie - DVD,Man Apart  A,0,1
71598,043396006072,Movie - DVD,Married with Children - most outrageous Episodes -Volume 2,0,1
65816,085392185122,Movie - DVD,Matrix Reloaded (FullScreen),0,1
65862,043396094321,Movie - DVD,Men in Black II,0,1
73310,024543019367,Movie - DVD,Monkey bone,0,1
77145,043396055520,Movie - DVD,Monster,0,1
73508,786936238204,Movie - DVD,My Boss's Daughter (R-Rated),0,1
66543,024543066248,Movie - DVD,One Hour Photo,0,1
66574,043396084261,Movie - DVD,Order  The,0,1
72334,027616901798,Movie - DVD,Out of Time,0,1
66631,783722701935,Movie - DVD,Oxygen,0,1
66725,090328500924,Movie - DVD,Peter Gunn,0,1
66753,024543080480,Movie - DVD,Phone Booth,0,1
67233,043396040007,Movie - DVD,Random Hearts,0,1
67335,025192273629,Movie - DVD,Red Dragon,0,1
71022,024543103356,Movie - DVD,Red Lined,0,1
73364,678149040227,Movie - DVD,Ring  the (Full Screen),0,1
67463,667068998023,Movie - DVD,Ring  The (Widescreen),0,1
71120,667068997828,Movie - DVD,Road to Perdition (full-screen),0,1
67542,027616869982,Movie - DVD,Rollerball - Special Edition,0,1
67596,024543055808,Movie - DVD,RPM,0,1
68022,086162103797,Movie - DVD,Slums of Beverly Hills,0,1
68066,024543079835,Movie - DVD,Solaris,0,1
74560,025192155222,Movie - DVD,Spy Game Widescreen Collectors Edition,0,1
73324,043396024878,Movie - DVD,Stark Raving Mad,0,1
71012,085392110025,Movie - DVD,Summer Catch,0,1
71105,085392772223,Movie - DVD,Terminator 3 - Rise of the Machines (Full Screen),0,1
69015,696306018124,Movie - DVD,Traffic,0,1
69019,085392196227,Movie - DVD,Training Day,0,1
69028,043396006294,Movie - DVD,Trapped,0,1
69178,025192245022,Movie - DVD,Undercover Brother,0,1
69182,043396031524,Movie - DVD,Underworld,0,1
69396,043396055001,Movie - DVD,Whipped,0,1
69449,043396024113,Movie - DVD,Wild Things,0,1
48858,786936018905,Movie - VHS,101 Dalmations,0,1
48865,096898275132,Movie - VHS,12 Monkeys,0,1
48869,786936094176,Movie - VHS,13th Warrior,0,1
76227,096896199133,Movie - VHS,2 Fast 2 Furious,0,1
48904,043396106635,Movie - VHS,3 Ninjas Knuckle Up,0,1
48916,786936181524,Movie - VHS,40 Days & 40 Nights,0,1
48927,011843036637,Movie - VHS,50 Classic All Star Cartoons volume 2,0,1
48941,096896013736,Movie - VHS,8 Mile,0,1
48943,043396027091,Movie - VHS,8 MM,0,1
48944,043396726031,Movie - VHS,8 Seconds,0,1
49014,012569250833,Movie - VHS,Absolute Power,0,1
49021,086162156137,Movie - VHS,Abyss  The,0,1
49029,085391182535,Movie - VHS,Accidental Tourist  The,0,1
49044,085392300037,Movie - VHS,Ace Ventura:Pet Detective,0,1
49045,085392350032,Movie - VHS,Ace Ventura:When Nature Calls,0,1
49100,726697050363,Movie - VHS,Addams Family  The,0,1
49114,796323185639,Movie - VHS,Address Unknown,0,1
49139,012257595031,Movie - VHS,Adventures in Babysitting,0,1
73500,717951896032,Movie - VHS,Adventures of Huck-Finn,0,1
49254,031398830436,Movie - VHS,Affliction,0,1
71970,012236893134,Movie - VHS,Air America,0,1
49310,786936066494,Movie - VHS,Air Bud,0,1
49317,043396718838,Movie - VHS,Air Force One,0,1
49323,765362546039,Movie - VHS,Air Up There  The,0,1
49326,097360130539,Movie - VHS,Airplane,0,1
49339,717951662033,Movie - VHS,Aladdin,0,1
49344,786936460933,Movie - VHS,Aladdin & the King of Thieves (Disney),0,1
49352,043396802032,Movie - VHS,Alaska,0,1
49395,012257036039,Movie - VHS,Alice in Wonderland (Disney),0,1
72818,786936126679,Movie - VHS,Alice in Wonderland (Disney) - Gold Classic Collection,0,1
49414,086162158537,Movie - VHS,Alien Nation,0,1
49445,027616511935,Movie - VHS,All Dogs Go to Heaven,0,1
49487,043396041509,Movie - VHS,All the Pretty Horses,0,1
49684,043396073234,Movie - VHS,America's Sweethearts,0,1
49618,667068647730,Movie - VHS,American Beauty,0,1
49652,096898580830,Movie - VHS,American Pie,0,1
49655,043396801738,Movie - VHS,American President  The,0,1
49667,047897805363,Movie - VHS,American Tail  An,0,1
49668,096898106733,Movie - VHS,American Tail:Fievel Goes West,0,1
49673,012235132630,Movie - VHS,American Werewolf in London,0,1
49688,096898365536,Movie - VHS,Amistad,0,1
49720,086162276439,Movie - VHS,Anastasia,0,1
49963,043396029279,Movie - VHS,Animorphs:The Invasion Begins Part 1,0,1
50000,097360113938,Movie - VHS,Another 48 Hours,0,1
50014,043396706637,Movie - VHS,Another You,0,1
50028,667068366839,Movie - VHS,Antz,0,1
78660,085391832232,Movie - VHS,Any Given Sunday,0,1
50068,096898241830,Movie - VHS,Apollo 13,0,1
50104,717951080035,Movie - VHS,Arachnophobia,0,1
50143,786936085839,Movie - VHS,Armageddon,0,1
50154,096898128834,Movie - VHS,Army of Darkness,0,1
50183,085391887133,Movie - VHS,Art of War  The,0,1
50184,085392202034,Movie - VHS,Arthur,0,1
50186,,Movie - VHS,Arthur 2:On the Rocks,0,1
50191,023568087825,Movie - VHS,Article 99,0,1
50197,043396217034,Movie - VHS,As Good as it Gets,0,1
50224,085391398738,Movie - VHS,Assassins,0,1
50273,794043572333,Movie - VHS,Austin Powers:Goldmember,0,1
50274,794043457739,Movie - VHS,Austin Powers:International Man of Mystery,0,1
50275,794043475436,Movie - VHS,Austin Powers:The Spy Who Shagged Me,0,1
50289,085391587330,Movie - VHS,Avengers  The,0,1
50303,096898245333,Movie - VHS,Babe,0,1
50337,012257269031,Movie - VHS,Baby Secret of the Lost Legend,0,1
50354,043396116337,Movie - VHS,Baby Sitters Club  The - The Movie,0,1
71246,,Movie - VHS,Baby Your Baby Preparing for Pregnance Video,0,1
71302,,Movie - VHS,Baby Your Baby-New Parent Video,0,1
73693,,Movie - VHS,Backstreet boys,0,1
71164,,Movie - VHS,Backstreet Boys - For the Fans,0,1
50387,043396053137,Movie - VHS,Bad Boys,0,1
50388,765362757039,Movie - VHS,Bad Company,0,1
50413,,Movie - VHS,Baker's Hawk,0,1
72466,027616873842,Movie - VHS,Bandits,0,1
50486,096898365833,Movie - VHS,Baseketball,0,1
50499,085391200031,Movie - VHS,Batman,0,1
71423,085391650539,Movie - VHS,Batman & Robin,0,1
71914,085391650034,Movie - VHS,Batman & Robin,0,1
50505,085391510031,Movie - VHS,Batman Forever,0,1
50506,085391500032,Movie - VHS,Batman Returns,0,1
50508,043396048157,Movie - VHS,Bats,0,1
50575,717951325037,Movie - VHS,Beauty & the Beast (Disney),0,1
50576,786936045178,Movie - VHS,Beauty & the Beast-Enchanted Christmas,0,1
50587,794043440939,Movie - VHS,Bed of Roses,0,1
71969,024543020851,Movie - VHS,Bedazzled - Premiere Series,0,1
50592,012257016031,Movie - VHS,Bedknobs & Broomsticks,0,1
50597,096898122238,Movie - VHS,Beethoven,0,1
71283,400000911571,Movie - VHS,Beginning with Love-Civitas,0,1
50616,,Movie - VHS,Behind the Waterfall,0,1
50628,786936055887,Movie - VHS,Belle's Magical World-Special Edition,0,1
50641,,Movie - VHS,Ben Wagner,0,1
50663,796323187237,Movie - VHS,Best Bad Thing,0,1
50710,086162856136,Movie - VHS,Beverly Hillbillies,0,1
50712,037757211342,Movie - VHS,Beverly Hills Cop,0,1
71548,097360113433,Movie - VHS,Beverly Hills Cop,0,1
50713,097360186031,Movie - VHS,Beverly Hills Cop 2,0,1
50733,086162021572,Movie - VHS,Bible-In/Beginning,0,1
50749,043396038929,Movie - VHS,Big Daddy,0,1
50778,082087181230,Movie - VHS,Big Valley  The,0,1
50793,086162135033,Movie - VHS,Bill Cosby-'Himself',0,1
50800,085391519836,Movie - VHS,Billy Jack,0,1
50817,096898095938,Movie - VHS,Bird On A Wire,0,1
50819,027616553638,Movie - VHS,Birdcage  The,0,1
50844,043396071339,Movie - VHS,Black Hawk Down,0,1
50849,092091900246,Movie - VHS,Black Moon Rising,0,1
50877,794043468537,Movie - VHS,Blade,0,1
50880,012236115748,Movie - VHS,Blair Witch 2:Book of Shadows,0,1
50881,012236101888,Movie - VHS,Blair Witch Project  The,0,1
50895,026359093531,Movie - VHS,Blind Side,0,1
50920,085393706234,Movie - VHS,Bloodsport,0,1
50930,,Movie - VHS,Blow Dry,0,1
50946,043396038936,Movie - VHS,Blue Streak,0,1
50947,669198093531,Movie - VHS,Blue Submarine No. 6 Vol. 1:Blues,0,1
50951,043396601383,Movie - VHS,Blue Thunder,0,1
71163,718681000836,Movie - VHS,Bodacious - Master of Disaster,0,1
50965,043396065772,Movie - VHS,Body,0,1
50969,044005504736,Movie - VHS,Body Count,0,1
50981,085391259138,Movie - VHS,Bodyguard  The,0,1
50986,085391297635,Movie - VHS,Boiling Point,0,1
50993,096898618533,Movie - VHS,Bone Collector,0,1
51037,096898581431,Movie - VHS,Bowfinger,0,1
51050,097363295235,Movie - VHS,Brady Bunch Movie  The,0,1
51055,027616177032,Movie - VHS,Brannigan,0,1
51060,097363311836,Movie - VHS,Braveheart,0,1
51084,047897801945,Movie - VHS,Brewsters Millions,0,1
51094,786936146264,Movie - VHS,Bridget Jones Diary,0,1
71503,096898655132,Movie - VHS,Bring It On,0,1
51101,097363356431,Movie - VHS,Bringing out the Dead,0,1
71511,043396069220,Movie - VHS,Brothers  the,0,1
51125,783722147337,Movie - VHS,Brutal Truth,0,1
51137,043396216006,Movie - VHS,Buddy,0,1
71586,096898300636,Movie - VHS,Bulletproof,0,1
51182,,Movie - VHS,Buttercream Gang  The,0,1
51188,086162875137,Movie - VHS,Bye Bye  Love,0,1
51249,043396024571,Movie - VHS,Can't Hardly Wait,0,1
51256,096898110532,Movie - VHS,Cape Fear,0,1
51264,096898868334,Movie - VHS,Captain Corelli's Mandolin,0,1
51338,096898259231,Movie - VHS,Casino,0,1
51340,062896020098,Movie - VHS,Casper,0,1
51381,085392125333,Movie - VHS,Cats & Dogs,0,1
51393,794043518539,Movie - VHS,Cell  The,0,1
51400,043396049512,Movie - VHS,Center Stage,0,1
51403,086162413032,Movie - VHS,Chain Reaction,0,1
51424,097363343035,Movie - VHS,Changing Lanes,0,1
51429,096895503634,Movie - VHS,Charade,0,1
72168,017153712032,Movie - VHS,Charlie Chaplin-Volume Three,0,1
51450,043396057364,Movie - VHS,Charlie's Angels,0,1
51452,097360809930,Movie - VHS,Charlotte's Web,0,1
76507,022389300335,Movie - VHS,China O'Brien 2,0,1
71518,085391259237,Movie - VHS,Christopher Columbus - The Discovery,0,1
51547,018713793447,Movie - VHS,Christy,0,1
74891,786936148367,Movie - VHS,Cinderella II - Dreams Come True,0,1
71975,085391697237,Movie - VHS,City of Angels,0,1
51594,786936091625,Movie - VHS,Civl Action  A,0,1
51602,017153067934,Movie - VHS,Clarence,0,1
51617,044005653137,Movie - VHS,Clay Pigeons,0,1
51622,097363246336,Movie - VHS,Clear and Present Danger,0,1
51629,043396522336,Movie - VHS,Cliffhanger,0,1
51654,097363321538,Movie - VHS,Clueless,0,1
51686,085392286935,Movie - VHS,Collateral Damage,0,1
51702,092091900598,Movie - VHS,Combat Academy,0,1
51722,086162148439,Movie - VHS,Commando,0,1
51736,786936033496,Movie - VHS,Con Air,0,1
51758,097363303831,Movie - VHS,Congo,0,1
51774,085391509134,Movie - VHS,Conspiracy Theory,0,1
73284,085391617433,Movie - VHS,Contact,0,1
51835,086162413230,Movie - VHS,Courage Under Fire,0,1
51854,786936146837,Movie - VHS,Coyote Ugly,0,1
51893,010083042118,Movie - VHS,Crimes of the Heart,0,1
51925,043396068889,Movie - VHS,Crouching Tiger-Hidden Dragon,0,1
51928,786936303438,Movie - VHS,Crow  The,0,1
71464,084296053704,Movie - VHS,Cry Blood - Apache,0,1
71973,027616609335,Movie - VHS,Cutting Edge  the (Contemporary Classics),0,1
51979,039414081145,Movie - VHS,Cypress Edge,0,1
51984,765362553037,Movie - VHS,D2 Mighty Ducks,0,1
52042,023568087689,Movie - VHS,Dances with Wolves,0,1
52076,785855070131,Movie - VHS,Dangerous Pursuits,0,1
52092,096898321532,Movie - VHS,Dante's Peak,0,1
52109,012236902836,Movie - VHS,Dark Horse,0,1
52135,043396222038,Movie - VHS,Das Boot,0,1
52142,085391296232,Movie - VHS,Dave,0,1
52180,096898282833,Movie - VHS,Daylight,0,1
52179,044006191638,Movie - VHS,Daylight,0,1
52184,097363212331,Movie - VHS,Days of Thunder,0,1
52188,086162222931,Movie - VHS,Dazzling Dunks & Basketball Bloopers,0,1
52190,097363205739,Movie - VHS,Dead Again,0,1
52203,780063824330,Movie - VHS,Dead Man Walking,0,1
52208,012257947038,Movie - VHS,Dead Poets Society,0,1
52242,097363255833,Movie - VHS,Dear God,0,1
72858,027616608833,Movie - VHS,Death Warrant (MGM Movietime),0,1
52285,084296040155,Movie - VHS,Decameron Nights,0,1
52304,043396027046,Movie - VHS,Deep End of the Ocean,0,1
52306,097363308232,Movie - VHS,Deep Impact,0,1
52328,086112245836,Movie - VHS,Delta Force 2,0,1
52338,085391298533,Movie - VHS,Demolition Man,0,1
52353,031398582137,Movie - VHS,Dennis the Menace-Dinosaur Hunter,0,1
52382,043396217539,Movie - VHS,Desperate Measures,0,1
52397,794043489730,Movie - VHS,Detroit Rock City,0,1
52398,786936129847,Movie - VHS,Deuce Bigalow Male Gigolo,0,1
52448,011843108433,Movie - VHS,Dick Tracy/ the LaME ONE,0,1
52452,086162166631,Movie - VHS,Die Hard,0,1
52453,086162185038,Movie - VHS,Die Hard 2,0,1
52456,086162885839,Movie - VHS,Die Hard:With a Vengeance,0,1
71664,096898486835,Movie - VHS,Dinner Game The,0,1
52473,786936143973,Movie - VHS,Dinosaurs,0,1
52479,028485160132,Movie - VHS,Dirty Dancing,0,1
52483,023568087252,Movie - VHS,Dirty Rotten Scoundrels,0,1
52484,027616704832,Movie - VHS,Dirty Work,0,1
52520,027616718235,Movie - VHS,Disturbing Behavior,0,1
52537,717951257031,Movie - VHS,Doctor,0,1
52552,794043498336,Movie - VHS,Dog Park,0,1
52570,794043402739,Movie - VHS,Don Juan,0,1
52591,024543034315,Movie - VHS,Don't Say a Word,0,1
52607,097361559438,Movie - VHS,Double Jeopardy,0,1
52625,097363377832,Movie - VHS,Down to Earth,0,1
52627,,Movie - VHS,Down To You,0,1
52634,086162276231,Movie - VHS,Dr. Dolittle,0,1
52635,024543026716,Movie - VHS,Dr. Dolittle 2,0,1
52646,794043444432,Movie - VHS,Dr. Moreau,0,1
52647,027616540638,Movie - VHS,Dr. No,0,1
75498,012236115274,Movie - VHS,Dr. T & the Women,0,1
52684,096898282635,Movie - VHS,Dragon Heart,0,1
71462,024543001690,Movie - VHS,Drive Me Crazy,0,1
73681,096898581639,Movie - VHS,Dudley Do Right,0,1
52775,794043403637,Movie - VHS,Dumb & Dumber,0,1
74910,794043673337,Movie - VHS,Dumb and Dumberer - When Harry Met Lloyd,0,1
52776,012257024036,Movie - VHS,Dumbo (Disney),0,1
72460,096898016131,Movie - VHS,Dune,0,1
52779,794043533532,Movie - VHS,Dungeons & Dragons,0,1
52840,086162275036,Movie - VHS,Edge  The,0,1
52934,096898524032,Movie - VHS,End of Days,0,1
72732,096898618434,Movie - VHS,End of Days-Special Edition,0,1
52959,043396072848,Movie - VHS,Enough,0,1
52977,096898571036,Movie - VHS,Erin Brockovich,0,1
52983,717951305039,Movie - VHS,Ernest Scared Stupid,0,1
53020,027616685735,Movie - VHS,Eve of Destruction,0,1
53027,097363348238,Movie - VHS,Event Horizon,0,1
53028,086162039232,Movie - VHS,Ever After,0,1
53051,667068892239,Movie - VHS,Evolution,0,1
53056,085392201839,Movie - VHS,Excalibur,0,1
53057,043396823037,Movie - VHS,Excess Baggage,0,1
53058,043396760530,Movie - VHS,Excessive Force,0,1
53092,031398558231,Movie - VHS,Extreme Justice,0,1
53093,043396949232,Movie - VHS,Extreme Measures,0,1
53098,097363309130,Movie - VHS,Eye for an Eye,0,1
53119,023568987729,Movie - VHS,F/X2,0,1
53124,012236891031,Movie - VHS,Fabulous Baker Boys  The,0,1
53132,097363305538,Movie - VHS,Face Off,0,1
53151,053939643435,Movie - VHS,Fallen,0,1
53153,085391264835,Movie - VHS,Falling Down,0,1
53160,,Movie - VHS,Family for Joe  A,0,1
53161,096898603539,Movie - VHS,Family Man  The,0,1
53169,717951132031,Movie - VHS,Fantasia,0,1
71808,786936136388,Movie - VHS,Fantasia 2000,0,1
53173,096898128735,Movie - VHS,Far & Away,0,1
53175,086162873034,Movie - VHS,Far From Home-Adventure of Yellow Dog,0,1
71269,717951795038,Movie - VHS,Far Off Place A,0,1
53178,096896015631,Movie - VHS,Fast and the Furious,0,1
53184,037757217627,Movie - VHS,Fatal Attraction,0,1
53190,027616394439,Movie - VHS,Fatal Instinct,0,1
53198,786936669534,Movie - VHS,Father of the Bride 2,0,1
53200,085391538639,Movie - VHS,Fathers' Day,0,1
71241,,Movie - VHS,Feeding Your Baby,0,1
53221,086162559433,Movie - VHS,Fern Gully-Last Rainforest,0,1
53222,097360189032,Movie - VHS,Ferris Bueller's Day Off,0,1
53223,043396278936,Movie - VHS,Few Good Men  A,0,1
53229,096898088435,Movie - VHS,Field of Dreams,0,1
53232,043396824034,Movie - VHS,Fifth Element  The,0,1
53233,024543007609,Movie - VHS,Fight Club,0,1
